lafz	aeraab	qism	maani_en
همه		pron	all
ورزش کردن		verb	to exercise
تشکر کردن		verb	to thank
تشکر		intj	thank you
مهم	مُهِمّ	noun	important task, important affair
وزن کردن		verb	to weigh
تا کردن		verb	to fold
آشوب		noun	riot
لایحه		noun	bill
تکه	تکّه	noun	piece
گوساله		noun	calf
سبیل		noun	mustache
صحبت کردن	صُحْبَت کَرْدَن	verb	to talk
بودایی		adj	Buddhist
ترمز		noun	brake
ترمز کردن		verb	to brake
درشکه		noun	horse-drawn carriage
وقتی	وَقْتی	conj	whenever, when
هکر		noun	hacker (computing)
بامداد		noun	dawn, morning
عصب‌شناس		noun	neurologist
پروستریکا		noun	perestroika
ایل		noun	clan
پروکسی		noun	proxy
کنکور		noun	Konkur (the national university entrance examination in Iran)
سریال		noun	serial; TV series
نفر		classifier	classifier for humans.
بدون		prep	sans, without
عن		prep	from
مجوسی		noun	a Zoroastrian
عجوز		noun	old woman; crone; hag; beldam
آزمودن		verb	to test
مداد		noun	pencil
بلد		adj	knowledgeable
لم		noun	trick, trickery
فضای بیرونی		noun	outer space
معمولا	مَعمولاً	adv	usually, generally
نماز خواندن		verb	to perform a prescribed, regular prayer; (in Islam specifically) to perform salat
بیدار شدن		verb	to awake, to wake up
کانی‌شناسی		noun	mineralogy
اندام		noun	limb
سیگارت		noun	cigarette
دخترانه		adj	girly, girlie
رایگان		adj	obtainable without payment, free
تاوه		noun	frying pan
متحد		adj	united, unified
پناهگاه		noun	shelter
کوسه		noun	shark
پناهنده		noun	refugee
کود		adj	collected, not scattered
فراری		noun	fugitive; runaway
سرخک		noun	measles
پتو		noun	blanket
موفق		adj	successful, prosperous
هموطن		noun	compatriot
وطن‌پرست		noun	patriot
وطن‌پرستی		noun	patriotism
تنبلی		noun	laziness
لبه		noun	edge
دانش‌آموز	دانِش آموز	noun	pupil
کشاورزی	کِشاوَرْزی	noun	agriculture; farming
خوش‌مزه		adj	tasty
خرمن		noun	harvest, crop
گران		adj	expensive
کفشدوزک		noun	ladybird or lady-bird, ladybug (Canada, US)
بودجه	بودْجِه	noun	budget
آبیاری		noun	irrigation
خرید		noun	purchase; shopping
کشمش		noun	raisin, sultana raisin, currant
کاذب		adj	false
مهلک		adj	fatal
مجروح		adj	wounded
شلوغ		adj	crowded
کاست		noun	diminution, decrease, loss
محصول		noun	crop
کاخ		noun	palace, mansion
صدمه		noun	injury
فوتبالیست		noun	footballer (British); football player (Britain), soccer player (US, Canada, Australia)
ملیت		noun	nationality
خبرنگار	خَبَرْنِگار	noun	reporter
دندان‌پزشک		noun	dentist
انرژی هسته‌ای		noun	nuclear energy
پزشک		noun	doctor, physician
مسواک		noun	toothbrush
آب سنگین		noun	heavy water
میخک		noun	clove
متاسف		adj	unhamzated form of متأسف (muta'assif /mota'assef, “sorry”)
پشیمانی		noun	regret, remorse
چشم‌پزشک		noun	ophthalmologist
روان‌پزشک		noun	psychiatrist
پودر	پودْر	noun	powder
بلیت		noun	ticket
خودکشی کردن		verb	to commit suicide
خانواده	خانِوادِه	noun	family
دیدگاه		noun	point of view
بی‌طرف		adj	impartial, unbiased, neutral
بی‌سیم		adj	wireless
بیکاری		noun	unemployment
اسکاتلندی		adj	Scottish
شکار کردن		verb	to hunt
سره		adj	fine, excellent
شیراز		noun	yoghurt drained of whey
کهف		noun	cave
مهمات		noun	ammunition
خودرو		adj	automotive
آهنگساز		noun	composer
آلبالو		noun	sour cherry, morello cherry
آبسه		noun	abscess
حزب	حِزْب	noun	party
پرده بکارت		noun	hymen
پرستیدن		verb	to worship
دزدی		noun	theft
مسلح		adj	armed
کوشش کردن		verb	to try
پاک کردن		verb	to clean
مجروح کردن		verb	to wound or seriously injure
پیدا کردن		verb	to find, to discover
پیشنهاد کردن		verb	to suggest, to propose, to offer
قبول کردن		verb	to accept
تفریح کردن		verb	to have fun
راضی کردن		verb	to satisfy
اصرار کردن		verb	to persist
حمام کردن		verb	to bathe
حاضر کردن		verb	to prepare
حساب کردن		verb	to calculate
درک کردن		verb	to understand intellectually; to get; to comprehend
اعلام کردن		verb	to announce, to declare
اعتقاد داشتن	اِعْتِقاد داشْتَن	verb	to believe
لازم داشتن		verb	to need
اضافه کردن	اِضافه کَردَن	verb	to add
کم کردن		verb	to reduce, to decrease
باز کردن		verb	to open
صبر کردن		verb	to wait
مغلوب کردن		verb	to defeat
دزدی کردن		verb	to steal
دوست داشتن	دوسْت دَاشْتَن	verb	to like
عوض کردن		verb	to change
دریافت کردن		verb	to receive (a message, etc.)
بو کردن		verb	to smell
دستبرد زدن		verb	to rob
بمباران کردن		verb	to bomb
درخشیدن		verb	to shine; to luster; to sheen; to coruscate; to glister; to glint
پرواز کردن		verb	to fly
گریه کردن	گِرْیِه کَردَن	verb	to cry, to weep
فکر کردن		verb	to think
رد کردن		verb	to refuse, to reject, to veto
کشف کردن		verb	to discover
سل		noun	tuberculosis
حرف زدن	حَرْف زَدَن	verb	to talk; to speak
درک	دَرک	noun	perception
زمزمه کردن		verb	to hum
روشن کردن		verb	to make clear
پیروزی		noun	victory
بیرون		noun	the outside
پیشرفت		noun	progress
بیستم		num	twentieth
پیشرفت کردن		verb	to make progress
دلواپسی		noun	worry
زیر		noun	lower part; bottom
دهگان		noun	village settlers or urban dwellers in contrast to nomads
سالم		adj	healthy
دویدن		verb	to run
شرقی		adj	eastern
جار		noun	proclamation, announcement
گاری		noun	cart
چرند		noun	quadruped
ایستگاه		noun	station
انقلابی		adj	revolutionary
شورشی		noun	rebel
کوچولو		adj	tiny; wee; dinky; little
چک		noun	document
دان		noun	grain
چریدن		verb	to graze, to pasture
دارچین		noun	cinnamon
زردچوبه		noun	turmeric
ادویه		noun	spice
نمایش		noun	show, exposition, display, exhibition
گروهی		noun	group
رسانه‌های گروهی		noun	mass media
تخم مرغ		noun	egg, literally chicken egg
دبیرستان		noun	secondary school, high school
تکثیر		noun	reproduction
حکومت قانون		noun	the rule of law
زنبور		noun	bee, hornet, wasp
بوته		noun	bush
عکاسی		noun	photography
رهبری		noun	leadership
مرغ		noun	hen
خشونت خانگی		noun	domestic violence
خانگی		adj	domestic
خشونت		noun	harshness
درد کردن		verb	to ache
چرب		adj	fatty
داداش		noun	brother
کتابدار		noun	librarian
کاروان	کارْوان	noun	caravan
پایتخت	پَایْتَخْت	noun	capital, capital city
پرسش		noun	question
ممنون		adj	grateful, thankful
جهانگرد		noun	tourist
تاجر		noun	merchant, businessman
تابع		noun	follower, dependent
تاب		noun	heat, warmth
داد		noun	justice, equity
جدول		noun	table (as in a matrix or grid of data)
بروت		noun	moustache
جدا کردن		verb	to part
عجان		noun	perineum
بچه قورباغه		noun	tadpole
زیرنویس		noun	subtitle.
خوکچه		noun	piglet
لبن		noun	milk
چرخ		noun	wheel
لعاب		noun	glaze, enamel
بدبخت		adj	unfortunate, unlucky
چشم‌پزشکی		noun	ophthalmology
قایق		noun	boat
قشون		noun	army
قوش		noun	falcon
قیصی		noun	apricot
میانجی		noun	mediator
میانجیگری		noun	mediation
میانجیگری نمودن		verb	to mediate
میانجیگری کردن		verb	to mediate
مین		noun	mine (exploding device)
یراق		noun	galloon, metal lace
چزمه		noun	A type of boot
ابتکار		noun	initiative
سم		noun	poison
ورود		noun	arrival
الهه		noun	goddess
سفید داشتن		verb	to long for someone
کلاه		noun	hat
روشنفکر		adj	enlightened
ریدن		verb	to shit
بادکنک		noun	balloon
ایلی		adj	tribal
فراموش کردن		verb	to forget
هوو		noun	sister-wife
کولی		noun	gypsy
پیمودن		verb	to measure
قریه		noun	village
سوسمار		noun	lizard
خزنده		noun	reptile
طبل		noun	drum
عزاداری		noun	mourning
امپراتور	اِمْپِراتور	noun	emperor
امپراتوری		adj	imperial
مکیدن		verb	to suck
تر		adj	moist, wet
بی‌معنی		adj	meaningless
گیاه		noun	grass
چکیدن		verb	to drip
رنگارنگ		adj	colourful
پارلمان		noun	parliament
کنفرانس		noun	conference
کارمند		noun	office worker, clerk, white-collar worker
بی‌هوش		adj	unconscious
کوچه		noun	alley, lane, kucheh
آشپزی		noun	cookery
سرما خوردن		verb	to catch a cold
سرنا		noun	zurna
چنگ		noun	claws, talon
ویترین		noun	shop window
بهشتی		adj	paradisiacal; of, or relating to, paradise
باقلوا		noun	baklava
نماینده		noun	delegate
دستگاه		noun	machine
زاده		noun	offspring
اتو		noun	clothes iron, flatiron
پاساژ		noun	arcade
مجازات		noun	punishment
هیچ‌کس		pron	no-one
متن		noun	text, document
کرگدن		noun	Indian rhinoceros
کلیشه		noun	cliché
کدام		pron	which
راهنما		noun	guide
تورم	تَوَرُّم	noun	inflation
قیف		noun	funnel
کلیمی		adj	Mosaic
اعلام		noun	announcement, declaration
بازیگر		noun	actor
دیوانگی		noun	madness
نشر کردن		verb	to publish
جنبش	جُنْبِش	noun	movement
موبد		noun	mobad, a Zoroastrian priest
دروغ		noun	lie
لنگرگاه		noun	harbour
عکاس	عَکّاس	noun	photographer
خاکستر		noun	ash, cinders
شقایق		noun	poppy, wild poppy, field poppy
لنگر		noun	anchor
شمسی		adj	solar
قمری		adj	lunar
درگذشتن		verb	to pass away
درمان		noun	remedy, cure
درمان کردن		verb	to remedy
زادگاه		noun	birthplace, hometown
پسوند		noun	suffix
حفظ کردن		verb	to memorize
مترادف		noun	synonym
مشابه		adj	similar
معرفی کردن		verb	to introduce
اجرا کردن		verb	to carry out; to execute; to enforce
مأمور		noun	official, officer, delegate, functionary, agent
مأموریت		noun	order
کاملا	کاملاً	adv	perfectly
لایه		noun	layer
افسون		noun	incantation
جزء		noun	part, piece
پیشنهاد		noun	suggestion, proposal
نفس		noun	breath
ثور		noun	bull
آخ		intj	ouch
سرفه کردن		verb	to cough
دنده		noun	rib
بمباران		noun	bombing
یازده		num	eleven
کم‌کم	کَمکَم	adv	gradually, little by little
حقوق بشر	حُقوقِ بَشَر	noun	human rights
بشر	بَشَر	noun	human
دیدبان		noun	observer, watchman, look-out
خاویار		noun	caviar
چرا		adv	why
کاه		noun	chaff
لیگ		noun	league (football etc.)
کارد		noun	knife
پاپیون		noun	bow tie
ترشی		noun	sourness
ویژه		adj	special
اینترنت		noun	the Internet
مطبوعات		noun	the press
ژورنالیست	ژورْنالیسْت	noun	journalist
آنجا		adv	there
ظهور کردن		verb	to appear
بعد از		prep	after
بعدا	بعداً	adv	afterwards, later
عصر	عَصْر	noun	afternoon
قبلا	قبلاً	adv	previously, beforehand
همشیره		noun	sister
هماهنگ		adj	harmonious
همدردی		noun	sympathy
ناگاه		adv	suddenly
زود		adj	early
یاوری		noun	assistance
حاکم		adj	ruling; governing
عود		noun	incense
تماشا کردن	تَماشا کَردَن	verb	to see
زیبایی		noun	beauty
شیش‌کباب		noun	shish kebab
جیوه		noun	mercury; quicksilver (metal)
ژاژومک		noun	pulse, French bean
ژاله باریدن		verb	to hail
باریدن		verb	to rain
باران باریدن		verb	to rain
برف باریدن		verb	to snow
اشک باریدن		verb	to cry, weep
ژاندرم		noun	policeman
ژاویدن		verb	to ruminate
ژرفا		noun	depth
ژکفر		adj	patient
ژکفری		noun	patience
ژم		noun	midwife
اعنی	اَعنی	adv	that is to say, namely
اغتشاش		noun	disturbance
افراشتن		verb	to raise, to elevate, to lift, to exalt, to erect
افراختن		verb	to raise, to elevate
آفتابه		noun	ewer, ibrik
افزودن		verb	to increase; to add
افسوس خوردن		verb	to regret
غصه خوردن		verb	to be sad
ایستادن		verb	to stand up
عبد	عَبْد	noun	slave
لور		noun	whey cheese, a dairy product made of whey
دخت		noun	daughter
خوهر		noun	sister
لرزه		noun	shivering
ارادت		noun	devotion
ضخیم		adj	thick (of size or a layer, relatively large)
خزه		noun	moss
نارنگ		noun	bitter orange
پاییدن		verb	to protect, guard
پزیدن		verb	to cook
پاشنا		noun	the heel
دز		noun	dose (quantity)
هشت		num	eight
ارن		noun	the elbow, the arm
فال گرفتن		verb	to divine the future
افتادن	اُفتادَن	verb	to fall
نجاست		noun	filth
نجس		adj	unclean
نبردناو		noun	battle cruiser
نبرد		noun	battle, fight, combat
جواب دادن		verb	to answer, to reply
پارس		noun	a pard
بابک		noun	a little father
نوا		noun	The name of a mode (دستگاه (dastgâh)) in Persian classical music.
هذر		noun	otter; beaver
روزگار		noun	time
لب گرفتن		verb	to kiss, to make out
آشتی		noun	reconciliation
احتمالا		adv	probably
پیشگیر		noun	towel
آذربایجانی		adj	Azerbaijani, Azeri
آذری		adj	Azerbaijani, Azeri
سرب		noun	lead (chemical element)
کول		noun	ditch
زه		noun	string (of a musical stringed instrument)
اشنان		noun	saltwort
مات		adj	amazed
غربال		noun	sieve, riddle, cribble, strainer, sifter
فرج		noun	vagina, vulva
شبح		noun	figure seen from a distance; silhouette
مهشید		noun	the moon
بوس کردن		verb	to kiss
روزمه		noun	date
شناسنامه		noun	ID card
فقاع		noun	beer
دانشنامه		noun	encyclopedia
فرهنگنامه		noun	dictionary
خرید کردن		verb	to shop
امضاء کردن		verb	to sign
امضاء		noun	signature
دختری		noun	girlhood
گوش کردن		verb	to listen
سلام کردن		verb	to greet
خاک‌انداز		noun	dustpan, shovel
بزودی		adv	shortly,
کوتاهی		noun	shortness (in time and space); brevity
چروک شدن		verb	to wrinkle
چروک		noun	wrinkle
موس		noun	buttocks
آسیایی		adj	Asian, Asiatic
بیرق		noun	flag
خم		adj	bent, crooked, curved
آزمایشگاه	آزمایِشگاه	noun	laboratory
گلچه		noun	floret
اتو کردن		verb	to iron
قدردانی		noun	appreciation
نرده		noun	palisade
کامیون	کامِیون	noun	truck
غلط بودن		verb	to be wrong
بین نژادهای مختلف		adj	interracial
قبه		noun	dome, cupola, vault
دستره		noun	handsaw
دست اره		noun	handsaw
دستارسر		noun	turban
گلپر		noun	golpar, Persian hogweed (Heracleum persicum) (the seeds, leaves and stalks are used in Persian cooking)
قرص		adj	firm, solid
نینتندو		noun	Nintendo
شوکولات		noun	chocolate
وحشی		adj	wild
حلوا		noun	halva
نذر		noun	oblation, vow to God
با		prep	with (someone)
عشق‌بازی		noun	foreplay
طولانی		adv	long
